"Cell
Model Passports
Identifier",Name,"Cosmic
Identifier",Tissue,"Cancer
Type","Microsatellite (MS)
instability (I) Status
= (S)table, (L)ow instability, (H)igh Instability",Whole Exome Sequencing Profiles,Copy Number Alteration Profiles,Transcriptional Profiles,Methylation Profiles,Drug Response Profiles,Transduction Efficiencty,Cas9 Activity,N of Replicates,Experiment Identifier,sgRNA library,"Replicate
Passing
Low Lev QC","CellLine
Passing
LowLev
QC","Hart Ess/nonEss.
AUROC","Hart Ess/nonEss.
AUPRRC","Ribosomal
proteins
Glass's Δ","Hart Essential genes
Glass's Δ","Hart
Non Essential genes
Glass's Δ","Passing High Level Quality Control Assessment 
(Analysis Set)"
SIDM00574,no-10,908452,Central Nervous System,Glioblastoma,MSI-S,Y,Y,Y,Y,Y,"41.7, 42.2","95.1, 95.1",2,"no10_c907R1, no10_c907R2","V1.1, V1.1","TRUE, TRUE",TRUE,0.921467414,0.910366711,2.909401349,1.525284939,9.575895442,TRUE
SIDM00573,no-11,908450,Central Nervous System,Glioblastoma,MSI-S,Y,Y,Y,Y,Y,"17.7, 19.7","95.1, 95.1",2,"no11_c907R1, no11_c907R2","V1.1, V1.1","TRUE, TRUE",TRUE,0.904548514,0.886168925,2.328691834,1.269872922,8.592240045,TRUE
SIDM00566,OSC-19,1298362,Head and Neck,Oral Cavity Carcinoma,MSI-S,Y,Y,Y,Y,Y,"30.4, 29.6","98.5, 98.5",2,"OSC19_c908R5, OSC19_c908R6","V1.1, V1.1","TRUE, TRUE",TRUE,0.903826228,0.873777463,2.369756644,1.272918352,6.365347161,TRUE
SIDM00105,OVCAR-3,905933,Ovary,Ovarian Carcinoma,MSI-S,Y,Y,Y,Y,Y,"31.7, 31.7","81.6, 81.6",2,"OVR3_c905R1, OVR3_c905R2","V1.1, V1.1","TRUE, TRUE",TRUE,0.922579206,0.908215276,2.493034719,1.398275152,8.41431555,TRUE
SIDM00564,OVISE,1240198,Ovary,Ovarian Carcinoma,MSI-S,Y,Y,Y,Y,Y,"22.2, 22.3","79.9, 79.9",2,"OVISE_c905R2, OVISE_c905R3","V1.1, V1.1","TRUE, TRUE",TRUE,0.932282804,0.924245526,3.007558964,1.663911532,9.164539155,TRUE
SIDM00465,OVMIU,1240200,Ovary,Ovarian Carcinoma,MSI-S,Y,Y,Y,Y,Y,"37.3, 36.2","76.1, 76.1",2,"OVMIU_c905R1, OVMIU_c905R2","V1.1, V1.1","TRUE, TRUE",TRUE,0.909419221,0.881218154,2.720257794,1.664721789,3.820449805,TRUE
SIDM01139,PANC-02-03,1298475,Pancreas,Pancreatic Carcinoma,MSI-S,Y,Y,Y,Y,Y,"44.2, 44.5","84, 84",2,"P0203_c904R2, P0203_c904R3","V1.0, V1.0","TRUE, TRUE",TRUE,0.920600614,0.7417907,2.54370673,1.459171406,5.691922111,TRUE
SIDM00115,PCI-6A,1240206,Head and Neck,Head and Neck Carcinoma,MSI-S,Y,Y,Y,Y,Y,"19.1, 19.4","93.8, 93.8",2,"PCI6A_c908R4, PCI6A_c908R5","V1.1, V1.1","TRUE, TRUE",TRUE,0.915484915,0.895853098,3.154510522,1.609523432,6.728591796,TRUE
SIDM00042,PL4,1298533,Pancreas,Pancreatic Carcinoma,MSI-S,Y,Y,Y,Y,Y,"27.1, 28.7","83, 83",2,"PL4_c904R2, PL4_c904R3","V1.0, V1.0","TRUE, TRUE",TRUE,0.917377621,0.738356135,2.312958534,1.394457911,7.139144099,TRUE
SIDM00358,RERF-GC-1B,1240209,Stomach,Gastric Carcinoma,MSI-S,Y,Y,Y,Y,Y,"20.9, 19.5","89.6, 89.6",2,"GC1B_C908R2, GC1B_C908R3","V1.1, V1.1","TRUE, TRUE",TRUE,0.904779192,0.887774364,2.132485138,1.274804402,6.185922291,TRUE
SIDM00383,SCH,909711,Stomach,Gastric Carcinoma,MSI-S,Y,Y,Y,Y,Y,"42.98, 41.08","76.5, 76.5",2,"SCH_c908R1, SCH_c908R2","V1.1, V1.1","TRUE, TRUE",TRUE,0.898649211,0.855603124,1.942881233,1.439798863,3.421641819,TRUE
SIDM00084,SF295,905985,Central Nervous System,Glioblastoma,MSI-S,Y,Y,Y,Y,Y,"37.7, 31.9","97.6, 97.6",2,"SF295_c907R1, SF295_c907R2","V1.1, V1.1","TRUE, TRUE",TRUE,0.936559799,0.930067677,2.897073956,1.548109742,14.88853384,TRUE
SIDM00083,SF539,905984,Central Nervous System,Glioblastoma,MSI-S,Y,Y,Y,Y,Y,"51.24, 47.54","95.2, 95.2",2,"SF539_c907R1, SF539_c907R2","V1.1, V1.1","TRUE, TRUE",TRUE,0.92855036,0.91690827,3.067891385,1.594173092,10.20509452,TRUE
SIDM00379,SK-MG-1,909729,Central Nervous System,Low Grade Glioma,MSI-S,Y,Y,Y,Y,Y,"50.2, 51.5","97.6, 97.6",2,"SKMG_c907R1, SKMG_c907R2","V1.1, V1.1","TRUE, TRUE",TRUE,0.924443537,0.918462704,3.000709547,1.608823135,10.20575667,TRUE
SIDM01097,SK-PN-DW,909731,Central Nervous System,Other Central Nervous System Carcinomas,MSI-S,Y,Y,Y,Y,Y,"32.3, 32.7","76, 76",2,"SKPNDW_c907R2, SKPNDW_c907R3","V1.1, V1.1","TRUE, TRUE",TRUE,0.925933489,0.905105763,2.364276703,1.602944759,6.421603396,TRUE
SIDM00095,SNB75,905982,Central Nervous System,Glioblastoma,MSI-S,Y,Y,Y,Y,Y,"32.1, 34.7","85.6, 85.6",2,"SNB75_c907R1, SNB75_c907R2","V1.1, V1.1","TRUE, TRUE",TRUE,0.915647524,0.889957684,3.327807336,1.342610195,6.010505352,TRUE
SIDM00423,SU-DHL-8,1331038,Haematopoietic and Lymphoid,B Cell Non Hodgkin`s Lymphoma,MSI-S,Y,Y,Y,Y,Y,"37.4, 37.6","75.1, 75.1",2,"SU8_c907R1, SU8_c907R2","V1.1, V1.1","TRUE, TRUE",TRUE,0.922443068,0.91494088,2.890382016,1.602124024,10.38042432,TRUE
SIDM01155,SW1088,909745,Central Nervous System,Low Grade Glioma,MSI-S,Y,Y,Y,Y,Y,"32.93, 37.43","95.4, 95.4",2,"SW1088_c907R1, SW1088_c907R2","V1.1, V1.1","TRUE, TRUE",TRUE,0.928758348,0.926553003,2.965390853,1.556447732,11.64879861,TRUE
SIDM01165,SW1990,910907,Pancreas,Pancreatic Carcinoma,MSI-S,Y,Y,Y,Y,Y,"45.4, 44.4","91.3, 91.3",2,"SW1990_c904R1, SW1990_c904R2","V1.0, V1.0","TRUE, TRUE",TRUE,0.909585561,0.740464587,2.556133956,1.364169565,10.47838673,TRUE
SIDM00097,T47D,905945,Breast,Breast Carcinoma,MSI-S,Y,Y,Y,Y,Y,"20, 23","91.4, 91.4",2,"T47d_c903R2, T47d_c903R3","V1.0, V1.0","TRUE, TRUE",TRUE,0.916968111,0.739229893,2.555814702,1.353445944,8.287281988,TRUE
SIDM00782,T84,909761,Large Intestine,Colorectal Carcinoma,MSI-S,Y,Y,Y,Y,Y,"28, 28","81.5, 81.5",2,"T84_c903R4, T84_c903R5","V1.0, V1.0","TRUE, TRUE",TRUE,0.888010465,0.683020164,2.236893778,1.374524806,4.047738481,TRUE
SIDM01171,T98G,687586,Central Nervous System,Glioblastoma,MSI-S,Y,Y,Y,Y,Y,"39.8, 39","96.7, 96.7",2,"T98G_c907R1, T98G_c907R2","V1.1, V1.1","TRUE, TRUE",TRUE,0.927173855,0.908973747,2.668307414,1.44194322,9.891591461,TRUE
SIDM01189,U-87-MG,687590,Central Nervous System,Glioblastoma,MSI-S,Y,Y,Y,Y,Y,"20.5, 21.8","90.7, 90.7",2,"U87MG_c907R1, U87MG_c907R2","V1.1, V1.1","TRUE, TRUE",TRUE,0.914047905,0.903631339,2.956101717,1.50293845,9.512164788,TRUE
SIDM00316,YH-13,909905,Central Nervous System,Glioblastoma,MSI-S,Y,Y,Y,Y,Y,"22.88, 25.38","87.7, 87.7",2,"YH13_c907R1, YH13_c907R2","V1.1, V1.1","TRUE, TRUE",TRUE,0.889872106,0.855225512,2.529239878,1.351218351,5.082794168,TRUE
SIDM00982,42-MG-BA,687561,Central Nervous System,Glioblastoma,MSI-S,Y,Y,Y,Y,Y,29.2,92.9,1,42MGBA_c907R1,V1.1,,TRUE,0.91643788,0.893589079,2.377339241,1.431432309,6.158019067,TRUE
SIDM00209,D-423MG,946372,Central Nervous System,Glioblastoma,MSI-S,Y,Y,Y,Y,Y,22.9,92.1,1,D423MG_c907R2,V1.1,,TRUE,0.920276208,0.918066695,2.295614564,1.456998198,10.24223356,TRUE
SIDM00602,IM-95,1240155,Stomach,Gastric Carcinoma,MSI-L,Y,Y,Y,Y,Y,34.5,82,1,IM95_c908R3,V1.1,,TRUE,0.923312837,0.903482828,2.782699299,1.574359745,7.09872616,TRUE
SIDM00628,MDA-MB-468,908123,Breast,Breast Carcinoma,MSI-S,Y,Y,Y,Y,Y,38.2,94.8,1,MB468_c903R1,V1.0,,TRUE,0.920676449,0.745225668,2.341403259,1.421949264,7.089158096,TRUE
SIDM00527,MDST8,1240173,Large Intestine,Colorectal Carcinoma,MSI-S,Y,Y,Y,Y,Y,20.2,92.1,1,MDST8_c903R3,V1.0,,TRUE,0.898054829,0.709329067,2.449897782,1.324747386,6.207097862,TRUE
SIDM00645,NCI-H1355,724866,Lung,Lung Adenocarcinoma,MSI-S,Y,Y,Y,Y,Y,23,89.4,1,H1355_c906R1,V1.1,,TRUE,0.917716062,0.898899748,2.465887755,1.358632605,8.043781156,TRUE
SIDM00622,D-247MG,946367,Central Nervous System,Glioblastoma,MSI-S,Y,Y,Y,Y,Y,"45.1, 44","76.9, 76.9",2,"D247MG_c907R1, D247MG_c907R2","V1.1, V1.1","TRUE, TRUE",TRUE,0.764564851,0.630840828,1.504976914,0.889937321,2.478116956,FALSE
SIDM00274,GCIY,906869,Stomach,Gastric Carcinoma,MSI-S,Y,Y,Y,Y,Y,43.2,88,1,GCIY_c908R2,V1.1,,TRUE,0.811044555,0.681350986,1.572948133,1.115055169,1.849089637,FALSE
SIDM00271,MKN1,908138,Stomach,Gastric Carcinoma,MSI-S,Y,Y,Y,Y,Y,"16, 16.9, 16.1","90.2, 90.2, 90.2",3,"MKN1_c908R4, MKN1_c908R5, MKN1_c908R6","V1.1, V1.1, V1.1","FALSE, FALSE, FALSE",FALSE,,,,,,FALSE
SIDM00249,TE-15,753614,Esophagus,Esophageal Squamous Cell Carcinoma,MSI-S,Y,Y,Y,Y,Y,"27, 39.3, 33.4","76.6, 76.6, 76.6",3,"TE15_c907R1, TE15_c907R2, TE15_c907R3","V1.1, V1.1, V1.1","FALSE, FALSE, FALSE",FALSE,,,,,,FALSE
SIDM00227,GI-ME-N,906872,Peripheral Nervous System,Neuroblastoma,MSI-S,Y,Y,Y,Y,Y,"29.6, 26.3","93.3, 93.3",2,"GIMEN_c906R2, GIMEN_c906R3","V1.1, V1.1","FALSE, FALSE",FALSE,,,,,,FALSE
SIDM00665,Hs-746T,1240151,Stomach,Gastric Carcinoma,MSI-S,Y,Y,Y,Y,Y,"26.2, 26.4","76.9, 76.9",2,"Hs746T_c908R1, Hs746T_c908R2","V1.1, V1.1","FALSE, FALSE",FALSE,,,,,,FALSE
SIDM00555,KS-1,907313,Central Nervous System,Glioblastoma,MSI-S,Y,Y,Y,Y,Y,"32.57, 35.67","85.5, 85.5",2,"KS1_c907R1, KS1_c907R2","V1.1, V1.1","FALSE, FALSE",FALSE,,,,,,FALSE
SIDM00659,M059J,949094,Central Nervous System,Glioblastoma,MSI-S,Y,Y,Y,Y,Y,"58, 58","89.8, 89.8",2,"M059J_c907R1, M059J_c907R2","V1.1, V1.1","FALSE, FALSE",FALSE,,,,,,FALSE
SIDM00003,M14,905975,Skin,Melanoma,MSI-S,Y,Y,Y,Y,Y,"NA, NA","91.6, 91.6",2,"M14_c902R2, M14_c902R3","V1.0, V1.0","FALSE, FALSE",FALSE,,,,,,FALSE
SIDM01265,MM1S,1659818,Haematopoietic and Lymphoid,Plasma Cell Myeloma,MSI-L,Y,Y,Y,Y,Y,"26.7, 26.8","79.8, 79.8",2,"MM1S_c907R1, MM1S_c907R2","V1.1, V1.1","FALSE, FALSE",FALSE,,,,,,FALSE
SIDM00724,NCI-H2405,687821,Lung,Lung Adenocarcinoma,MSI-S,Y,Y,Y,Y,Y,"20.1, 23.4","95, 95",2,"H2405_c906R1, H2405_c906R3","V1.1, V1.1","FALSE, FALSE",FALSE,,,,,,FALSE
SIDM00475,OV-56,1480362,Ovary,Ovarian Carcinoma,MSI-S,Y,Y,Y,Y,Y,"74.1, 74.4","87.3, 87.3",2,"OV56_c905R1, OV56_c905R2","V1.1, V1.1","FALSE, FALSE",FALSE,,,,,,FALSE
SIDM00092,OVCAR-4,905990,Ovary,Ovarian Carcinoma,MSI-S,Y,Y,Y,Y,Y,"34.6, 30.6","80.2, 80.2",2,"OVR4_c905R1, OVR4_c905R2","V1.1, V1.1","FALSE, FALSE",FALSE,,,,,,FALSE
SIDM00085,SF268,905986,Central Nervous System,Low Grade Glioma,MSI-S,Y,Y,Y,Y,Y,"22.2, 25.3","96, 96",2,"SF268_c907R1, SF268_c907R2","V1.1, V1.1","FALSE, FALSE",FALSE,,,,,,FALSE
SIDM00251,TGBC11TKB,909770,Stomach,Gastric Carcinoma,MSI-H,Y,Y,Y,Y,Y,"15.8, 14.5","84.4, 84.4",2,"TGBC11_c908R2, TGBC11_c908R3","V1.1, V1.1","FALSE, FALSE",FALSE,,,,,,FALSE
